Date,High,Low,Close,Volume,GDP,Unemployment,CPI,Interest_Rate,M2_Money_Supply
2022-01-19,43.0,38.0,42.0,129900.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-20,48.369998931884766,40.95000076293945,45.0,153400.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-21,49.95000076293945,42.95000076293945,45.0,329500.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-24,45.0,41.880001068115234,42.79999923706055,110000.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-25,44.91999816894531,41.33000183105469,41.89799880981445,23500.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-26,45.060001373291016,42.25,43.220001220703125,90500.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-27,49.619998931884766,43.75,45.7599983215332,151600.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-28,47.599998474121094,44.150001525878906,46.75,43600.0,25029.116,4.0,282.599,0.08,21628.5
2022-01-31,48.0,46.0,48.0,71300.0,25029.116,4.0,282.599,0.08,21628.5
2022-02-01,50.0,47.04999923706055,49.779998779296875,298800.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-02,56.22999954223633,49.79999923706055,53.0099983215332,23860900.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-03,56.56999969482422,50.29999923706055,53.619998931884766,8425500.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-04,54.33000183105469,50.119998931884766,50.13999938964844,6757800.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-07,50.040000915527344,46.0,46.06999969482422,9432500.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-08,47.560001373291016,44.16999816894531,45.5,7277500.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-09,47.45000076293945,43.880001068115234,47.310001373291016,4393100.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-10,48.5,45.380001068115234,47.04999923706055,2450000.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-11,48.90999984741211,46.060001373291016,48.09000015258789,3456800.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-14,49.0,46.9900016784668,48.11000061035156,2155000.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-15,48.45000076293945,47.20000076293945,48.0,2359800.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-16,48.470001220703125,46.95000076293945,47.20000076293945,5855300.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-17,47.08000183105469,45.189998626708984,45.290000915527344,3142600.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-18,45.900001525878906,44.79999923706055,45.40999984741211,2018700.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-22,45.68000030517578,43.4900016784668,43.540000915527344,2611100.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-23,43.9900016784668,42.18000030517578,43.09000015258789,2791200.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-24,44.59000015258789,42.220001220703125,44.31999969482422,2447900.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-25,44.93000030517578,43.7400016784668,43.90999984741211,2040700.0,25029.116,3.8,284.61,0.08,21582.5
2022-02-28,46.619998931884766,42.459999084472656,45.97999954223633,5534900.0,25029.116,3.8,284.61,0.08,21582.5
2022-03-01,48.04999923706055,45.349998474121094,47.790000915527344,4212900.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-02,50.29999923706055,47.33000183105469,49.459999084472656,3517100.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-03,50.33000183105469,47.547000885009766,49.52000045776367,2072200.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-04,51.040000915527344,48.25,51.0,2544600.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-07,52.58000183105469,49.869998931884766,51.650001525878906,2726900.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-08,55.31999969482422,50.849998474121094,52.31999969482422,3873700.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-09,53.68000030517578,50.59000015258789,51.33000183105469,3050600.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-10,51.63999938964844,49.27000045776367,51.31999969482422,2692700.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-11,51.84000015258789,48.290000915527344,49.31999969482422,3034100.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-14,51.86000061035156,48.59000015258789,50.95000076293945,2916600.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-15,51.59000015258789,49.900001525878906,51.290000915527344,2117400.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-16,52.400001525878906,50.349998474121094,51.77000045776367,2989800.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-17,52.709999084472656,50.90999984741211,50.9900016784668,2244600.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-18,51.40999984741211,48.880001068115234,49.0099983215332,9663900.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-21,49.43000030517578,48.599998474121094,49.220001220703125,2452000.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-22,52.04999923706055,50.0099983215332,51.13999938964844,3841900.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-23,51.77000045776367,50.70000076293945,50.9900016784668,2396200.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-24,52.58000183105469,50.766998291015625,52.40999984741211,2335200.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-25,53.81999969482422,52.029998779296875,53.79999923706055,2441200.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-28,56.849998474121094,54.04999923706055,56.779998779296875,3127000.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-29,57.38999938964844,54.630001068115234,56.33000183105469,2201300.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-30,57.790000915527344,55.70000076293945,57.5,1934100.0,25029.116,3.6,287.472,0.2,21855.7
2022-03-31,59.08000183105469,55.779998779296875,56.25,3817600.0,25029.116,3.6,287.472,0.2,21855.7
2022-04-01,58.29999923706055,55.70000076293945,58.02000045776367,2156500.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-04,58.70000076293945,57.529998779296875,58.380001068115234,1885100.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-05,60.31999969482422,58.45000076293945,59.0,2143100.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-06,60.08000183105469,58.369998931884766,59.599998474121094,2559400.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-07,61.06999969482422,59.349998474121094,60.90999984741211,3925800.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-08,64.9000015258789,60.900001525878906,64.0199966430664,4762100.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-11,64.66200256347656,60.40999984741211,60.68000030517578,3487700.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-12,63.209999084472656,60.880001068115234,61.869998931884766,2553000.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-13,64.55000305175781,61.75,64.19999694824219,3405700.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-14,64.72000122070312,62.180999755859375,62.54999923706055,1860100.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-18,64.16999816894531,62.290000915527344,63.310001373291016,1216800.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-19,66.88999938964844,62.880001068115234,66.70999908447266,2078800.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-20,68.68000030517578,65.06500244140625,65.41000366210938,2182800.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-21,66.30000305175781,62.150001525878906,62.66999816894531,2493700.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-22,64.45600128173828,62.290000915527344,62.43000030517578,2030500.0,25544.273,3.6,288.611,0.33,21848.2
2022-04-25,62.84000015258789,59.439998626708984,62.27000045776367,2261600.0,25544.273,3.6,288.611,0.33,21848.2
